fid,ap,fixed:best/1,fixed:current-to-best/1,fixed:current-to-pbest/1,fixed:rand/1,fixed:rand/2,jade,oracle:best-fixed,pm,success-rate,thompson,ucb,uniform
1,4.944382681060232e-10,2.8421709430404014e-14,1.709224761725636e-09,5.101471742818831e-07,0.0003244478476744,0.0053174707824865,0.0001352656805551,2.8421709430404014e-14,6.433737098632264e-09,4.503334594119224e-09,4.447997525858227e-12,1.1162200053149718e-09,1.46724914884544e-07
2,5.961280891142451e-06,5.596779676918203,2.4042724220407763e-05,0.004470977330385,0.285858207283411,2.823149797604003,0.4368097309452423,2.4042724220407763e-05,6.945351483977902e-05,4.745765394886803e-05,6.780829551189527e-07,1.5265614280224327e-05,0.0003906318826807
3,5.532853580008009,2.984877276509053,5.454584491788751,5.842618740323303,10.37238796958161,12.02199329477844,4.904515108361636,2.984877276509053,6.287390814751973,5.611867372568383,2.985003275951783,5.036992362894068,6.289117871705628
4,6.492767512253579,6.964708501804239,8.340099066674043,8.800953579016209,11.001283152222127,15.195834492784172,7.110715698446313,6.964708501804239,6.361281293300749,7.033310204062786,6.8656462295132314,7.397723818870588,8.74028913664688
5,4.843546346222638e-07,0.1392061957334505,0.0121947136486468,3.8773331816344125e-06,0.3983110880443803,0.5496296334929873,0.000530546556515,3.8773331816344125e-06,8.226720321857783e-06,7.551190128296525e-06,3.737560767547166e-07,1.5606999355100015e-06,4.3525353270013056e-05
6,0.0008085822273002,1.3902056721804e-05,0.0002321087869887,0.0025414986662326,0.3393315264418532,1.0755821088004396,0.1452245159299252,1.3902056721804e-05,0.0012701689745924,0.0012706851119688,0.0003309316290369,0.0014779993437059,0.0034846952298366
7,0.0,0.4584131078938753,0.0,0.0,0.0258710381116458,0.2432830146755833,0.1438217286167287,0.0,0.0,0.0,0.0,0.0,0.0
8,0.7672678019250725,2.3046292295514093,1.4119437673015796,0.9090549165054824,1.739586541395738,4.373180106000234,2.288549685166572,0.9090549165054824,0.1850291272983213,0.3215420598251626,0.9121410664398866,0.63877886125033,0.6832254508827873
9,0.6998499181841282,2.850251081444199,1.0497351278844178,1.3430533105960478,1.991603800783409,5.257079765205262,2.515886409777508,1.0497351278844178,0.3507141857409408,0.4975231806583338,2.1204386856764756,0.8366957035247111,0.7288124645564409
10,0.0098852434213156,2.0004778815280986,0.0355336850636689,0.1369970215703659,7.597431956227588,80.30297285495789,250.55894101722976,0.0355336850636689,0.0081400677956509,0.0056757079901359,0.0198582826946491,0.0132190943267644,0.0363475378537003
11,8.505209405029746e-05,0.1705479711970383,0.0001151421843275,0.0078440644915644,0.1591508106235153,2.147952287579571,4.685631602909311,0.0001151421843275,0.0003040504453082,0.0002840941623816,1.8285032851395044e-05,0.0001575530877317,0.0008971406297604
12,1.1245875110199677,4.154660603030379,1.4876590370727172,3.2828117674301893,253.28694398233895,2772.4892457927126,518.6862285010811,1.4876590370727172,1.318636325510283,1.7146902391760932,1.1896477290987375,3.287969847763634,4.323846012072295
13,0.0254033497178873,0.064593925617121,0.0243963573354868,0.2469275450662529,3.0591737984055314,11.5425737195864,7.175885174296667,0.0243963573354868,0.0400294877609468,0.0379071897143283,0.0106352475845774,0.0107535835881087,0.1043797737301233
14,1.0512457322420232e-06,8.616052582510748e-08,9.758416439353823e-07,3.5867093117758486e-05,0.0013261516018445,0.0170167736256061,0.0021629090655324,8.616052582510748e-08,2.324906880346589e-06,2.8314852116295697e-06,3.746033243601232e-07,2.457331468974644e-06,1.6151038174427867e-05
15,7.884426152210381,6.059658009572786,6.47666567352303,8.550866024418156,10.823211135630572,13.089223536612051,9.125642122221509,6.059658009572786,7.206959232587224,6.800836978783764,6.713845641668627,6.753059730900873,7.891006181818284
16,3.428703521247016,0.0826898504136579,2.56338134188114,3.337868691297473,4.535184698129584,4.580624996333341,3.496145613461792,0.0826898504136579,4.238738940711173,3.3401273432004217,4.0129687961510285,3.942563000552326,3.513515484959342
17,0.0031119907531902,0.02645313128059,0.0047657528784341,0.0205349864605679,0.1160260966601107,0.3531264227718615,0.2110397325805486,0.0047657528784341,0.0036769711467989,0.003441356557893,0.0011533104196637,0.0024603319842029,0.0113002929487322
18,0.0197998898395965,0.0734504346143651,0.0350991393923685,0.1084489731298283,0.4581286348101976,1.3735381482215736,0.7763013730709325,0.0350991393923685,0.0272441840411552,0.0274422493729318,0.0137706499859326,0.0340990754790162,0.0551680317777787
19,0.9389890477161488,0.9404126845239488,0.7250070172630814,0.702544856963172,1.0782310689547645,1.3335744091613575,0.9504012675002116,0.702544856963172,0.6844990838078928,0.8983696358158966,0.8768899894492819,0.8409732692742722,0.8579952363179331
