row_id,algorithm,fid,instance,dim,run,seed,best_error,evaluations,generations,wall_time
28,fixed:rand/1,2,1,5,3,13065556390437754922,0.31173632916008387,2500,50,1.0014682909823023
29,fixed:rand/1,2,1,5,4,9267096285533944680,0.13745062454717072,2500,50,1.5563050840282813
30,fixed:rand/1,2,1,5,5,816997499495537974,0.2903240160538303,2500,50,1.244222000008449
31,fixed:rand/1,2,1,5,6,1301369257065787786,0.3422552985892935,2500,50,1.1937410830287263
32,fixed:rand/1,2,1,5,7,6064221849537095760,0.28762589769490887,2500,50,1.0485526249976829
33,fixed:rand/1,2,1,5,8,12805713031311309920,0.9957990060639474,2500,50,1.0392705410486087
34,fixed:rand/1,2,1,5,9,1559544488220158330,0.8240879850915235,2500,50,1.3212792919948697
35,fixed:rand/1,2,1,5,10,12458664270865541680,0.28585820728341105,2500,50,1.0534688330371864
36,fixed:rand/1,2,1,5,11,1337381951637690200,0.3134572806975484,2500,50,0.7383437500102445
37,fixed:rand/1,2,1,5,12,18037349592035288242,0.20590614246032146,2500,50,1.2735685420338996
38,fixed:rand/1,2,1,5,13,4748447965651865096,0.24027712206287788,2500,50,1.181765292014461
39,fixed:rand/1,2,1,5,14,2206280065968175021,0.08187093863952555,2500,50,0.9629784999997355
40,fixed:rand/1,2,1,5,15,12212642590422458379,0.13244169701991382,2500,50,1.0519470840226859
41,fixed:rand/1,2,1,5,16,11838220070229917945,0.8301913162806613,2500,50,1.1272502499632537
42,fixed:rand/1,2,1,5,17,2323519167637005971,0.28289427168974157,2500,50,1.4122129590250552
43,fixed:rand/1,2,1,5,18,8542884870111662120,0.3896041774575849,2500,50,1.1364272079663351
44,fixed:rand/1,2,1,5,19,8702190870951637050,0.2996271303503022,2500,50,1.1242967500002123
45,fixed:rand/1,2,1,5,20,13096637623964687049,0.13232906936033828,2500,50,1.4478983330191113
46,fixed:rand/1,2,1,5,21,12196703573543460444,0.20682731159735113,2500,50,1.0679259999888018
47,fixed:rand/1,2,1,5,22,5123645083539967201,0.3984712180142935,2500,50,1.0859771250397898
48,fixed:rand/1,2,1,5,23,13537277884944305644,0.08851234024464816,2500,50,1.0580154579947703
49,fixed:rand/1,2,1,5,24,7979838875372969853,0.6802879780314868,2500,50,1.510058875021059
50,fixed:rand/1,3,1,5,0,1330660994183659889,10.545086288454229,2500,50,1.2454318749951199
51,fixed:rand/1,3,1,5,1,12051739119784063334,9.804350052919062,2500,50,1.1354869999922812
52,fixed:rand/1,3,1,5,2,2022335847999693194,10.83535558457072,2500,50,1.4583622500067577
53,fixed:rand/1,3,1,5,3,14185063233076064101,14.433930922601178,2500,50,1.1285715840058401
54,fixed:rand/1,3,1,5,4,11031079648954426251,12.640926563480662,2500,50,1.0818128330283798
55,fixed:rand/1,3,1,5,5,16265280628314982115,14.252461220216617,2500,50,1.156329250021372
56,fixed:rand/1,3,1,5,6,3416944598280514616,11.480070575044351,2500,50,1.1980053329607472
57,fixed:rand/1,3,1,5,7,8784540835782894662,5.436911911348375,2500,50,1.381161124969367
58,fixed:rand/1,3,1,5,8,4756835332069509821,11.576541217987483,2500,50,1.1123894170159474
59,fixed:rand/1,3,1,5,9,814915064167232244,11.360397882935445,2500,50,1.208258333033882
60,fixed:rand/1,3,1,5,10,9374774402090480497,11.705422381234655,2500,50,1.4947854169877246
61,fixed:rand/1,3,1,5,11,11793817242601448020,12.007766047331302,2500,50,1.0990642079850659
62,fixed:rand/1,3,1,5,12,9577080662438371364,8.37516343989273,2500,50,1.0787155840080231
63,fixed:rand/1,3,1,5,13,738649942370803232,8.433299029567024,2500,50,1.2454666250268929
64,fixed:rand/1,3,1,5,14,5269704887759095242,10.15706865008002,2500,50,1.024574416980613
65,fixed:rand/1,3,1,5,15,10496649245615662699,16.95694489162878,2500,50,1.107761749997735
66,fixed:rand/1,3,1,5,16,13617962058901781279,10.37238796958161,2500,50,1.0956844160100445
67,fixed:rand/1,3,1,5,17,5063116074459429126,9.766714065207395,2500,50,1.0219912079628557
68,fixed:rand/1,3,1,5,18,4683671245112134818,10.222370187511558,2500,50,1.0551473749801517
69,fixed:rand/1,3,1,5,19,716342705078051216,7.4882618254020485,2500,50,1.0203055840102024
70,fixed:rand/1,3,1,5,20,6362032016377746168,8.806207957075799,2500,50,1.1373395000118762
